Date,Country,Confirmed,Recovered,Deaths
20200125,Croatia,0,0,0
20200125,Cuba,0,0,0
20200125,Cyprus,0,0,0
20200125,Czechia,0,0,0
20200125,Denmark,0,0,0
20200125,Diamond Princess,0,0,0
20200125,Djibouti,0,0,0
20200125,Dominica,0,0,0
20200125,Dominican Republic,0,0,0
20200125,Ecuador,0,0,0
20200125,Egypt,0,0,0
20200125,El Salvador,0,0,0
20200125,Equatorial Guinea,0,0,0
20200125,Eritrea,0,0,0
20200125,Estonia,0,0,0
20200125,Eswatini,0,0,0
20200125,Ethiopia,0,0,0
20200125,Fiji,0,0,0
20200125,Finland,0,0,0
20200125,France,3,0,0
20200125,Gabon,0,0,0
20200125,Gambia,0,0,0
20200125,Georgia,0,0,0
20200125,Germany,0,0,0
20200125,Ghana,0,0,0
20200125,Greece,0,0,0
20200125,Grenada,0,0,0
20200125,Guatemala,0,0,0
20200125,Guinea,0,0,0
20200125,Guinea-Bissau,0,0,0
20200125,Guyana,0,0,0
20200125,Haiti,0,0,0
20200125,Holy See,0,0,0
20200125,Honduras,0,0,0
20200125,Hungary,0,0,0
20200125,Iceland,0,0,0
20200125,India,0,0,0
20200125,Indonesia,0,0,0
20200125,Iran,0,0,0
20200125,Iraq,0,0,0
20200125,Ireland,0,0,0
20200125,Israel,0,0,0
20200125,Italy,0,0,0
20200125,Jamaica,0,0,0
20200125,Japan,2,0,0
20200125,Jordan,0,0,0
20200125,Kazakhstan,0,0,0
20200125,Kenya,0,0,0
20200125,"Korea, South",2,0,0
20200125,Kosovo,0,0,0
20200125,Kuwait,0,0,0
20200125,Kyrgyzstan,0,0,0
20200125,Laos,0,0,0
20200125,Latvia,0,0,0
20200125,Lebanon,0,0,0
20200125,Lesotho,0,0,0
20200125,Liberia,0,0,0
20200125,Libya,0,0,0
20200125,Liechtenstein,0,0,0
20200125,Lithuania,0,0,0
20200125,Luxembourg,0,0,0
20200125,MS Zaandam,0,0,0
20200125,Madagascar,0,0,0
20200125,Malawi,0,0,0
20200125,Malaysia,3,0,0
20200125,Maldives,0,0,0
20200125,Mali,0,0,0
20200125,Malta,0,0,0
20200125,Mauritania,0,0,0
20200125,Mauritius,0,0,0
20200125,Mexico,0,0,0
20200125,Moldova,0,0,0
20200125,Monaco,0,0,0
20200125,Mongolia,0,0,0
20200125,Montenegro,0,0,0
20200125,Morocco,0,0,0
20200125,Mozambique,0,0,0
20200125,Namibia,0,0,0
20200125,Nepal,1,0,0
20200125,Netherlands,0,0,0
20200125,New Zealand,0,0,0
20200125,Nicaragua,0,0,0
20200125,Niger,0,0,0
20200125,Nigeria,0,0,0
20200125,North Macedonia,0,0,0
20200125,Norway,0,0,0
20200125,Oman,0,0,0
20200125,Pakistan,0,0,0
20200125,Panama,0,0,0
20200125,Papua New Guinea,0,0,0
20200125,Paraguay,0,0,0
20200125,Peru,0,0,0
20200125,Philippines,0,0,0
20200125,Poland,0,0,0
20200125,Portugal,0,0,0
20200125,Qatar,0,0,0
20200125,Romania,0,0,0
20200125,Russia,0,0,0
20200125,Rwanda,0,0,0
20200125,Saint Kitts and Nevis,0,0,0
